year_month,receive_path_name,inflow_path_name,contract_count,open_count,payend_count,avg_net_sales,open_cvr,payend_cvr
2024-03-01,아정당랜딩,재인입,166,75,75,307376.0,0.45180722891566266,0.45180722891566266
2024-03-01,인바운드,기타,108,56,56,489078.0,0.5185185185185185,0.5185185185185185
2024-03-01,플랫폼,바로상담,221,0,0,,0.0,0.0
2024-03-01,인바운드,미분류,9848,4022,4210,315285.0,0.40840779853777415,0.42749796913078797
2024-03-01,카톡,블로그,7,5,5,240302.0,0.7142857142857143,0.7142857142857143
2024-03-01,인바운드,카카오,40,13,13,299421.0,0.325,0.325
2024-03-01,플랫폼,지인추천,40,19,19,345040.0,0.475,0.475
2024-03-01,아정당랜딩,블로그,50,26,26,374807.0,0.52,0.52
2024-03-01,인바운드,카페,391,131,131,361660.0,0.3350383631713555,0.3350383631713555
2024-03-01,카톡,인터넷(네이버/구글 등),53,37,37,295145.0,0.6981132075471698,0.6981132075471698
2024-03-01,플랫폼,카페,45,17,17,249109.0,0.37777777777777777,0.37777777777777777
2024-03-01,기타,미분류,30,12,13,278620.0,0.4,0.43333333333333335
2024-03-01,플랫폼,랜딩페이지,81,43,43,253964.0,0.5308641975308642,0.5308641975308642
2024-03-01,플랫폼,인터넷(네이버/구글 등),30,9,9,199984.0,0.3,0.3
2024-03-01,플랫폼,블로그,230,95,95,301207.0,0.41304347826086957,0.41304347826086957
2024-03-01,인바운드,유튜브(자사),2232,661,663,317201.0,0.2961469534050179,0.2970430107526882
2024-03-01,플랫폼,추천질문지,17,0,0,370000.0,0.0,0.0
2024-03-01,기타,블로그,13,7,7,306329.0,0.5384615384615384,0.5384615384615384
2024-03-01,플랫폼,재인입,193,82,82,268098.0,0.42487046632124353,0.42487046632124353
2024-03-01,플랫폼,기타,28,17,17,382263.0,0.6071428571428571,0.6071428571428571
2024-03-01,플랫폼,네이버 파워링크 광고,7,5,5,252610.0,0.7142857142857143,0.7142857142857143
2024-03-01,아정당랜딩,미분류,1099,468,490,327329.0,0.42584167424931757,0.445859872611465
2024-03-01,카톡,유튜브(자사),11,5,5,198444.0,0.45454545454545453,0.45454545454545453
2024-03-01,인바운드,플랫폼,118,15,14,343676.0,0.1271186440677966,0.11864406779661017
2024-04-01,아정당랜딩,재인입,14,9,9,337081.0,0.6428571428571429,0.6428571428571429
2024-04-01,플랫폼,협력업체,12,3,3,292044.0,0.25,0.25
2024-04-01,플랫폼,TV광고,103,39,39,264112.0,0.3786407766990291,0.3786407766990291
2024-04-01,플랫폼,재인입,592,220,220,295955.0,0.3716216216216216,0.3716216216216216
2024-04-01,인바운드,재인입,6025,2217,2216,306309.0,0.3679668049792531,0.36780082987551865
2024-04-01,인바운드,기타,470,122,122,328737.0,0.25957446808510637,0.25957446808510637
2024-04-01,플랫폼,미분류,526,196,196,306662.0,0.3726235741444867,0.3726235741444867
2024-04-01,인바운드,협력업체,138,44,44,406804.0,0.3188405797101449,0.3188405797101449
2024-04-01,인바운드,TV광고,485,111,111,353396.0,0.2288659793814433,0.2288659793814433
2024-04-01,인바운드,네이버 파워링크 광고,203,36,36,283879.0,0.17733990147783252,0.17733990147783252
2024-04-01,플랫폼,인터넷(네이버/구글 등),24,8,8,249592.0,0.3333333333333333,0.3333333333333333
2024-04-01,인바운드,인스타,49,14,14,404982.0,0.2857142857142857,0.2857142857142857
2024-04-01,인바운드,지식인,104,34,34,290678.0,0.3269230769230769,0.3269230769230769
2024-04-01,인바운드,페이스북,8,2,2,392766.0,0.25,0.25
2024-04-01,인바운드,블로그,2339,587,587,342657.0,0.2509619495510902,0.2509619495510902
2024-04-01,카톡,인터넷(네이버/구글 등),7,4,4,389803.0,0.5714285714285714,0.5714285714285714
2024-04-01,플랫폼,인스타,6,1,1,203999.0,0.16666666666666666,0.16666666666666666
2024-04-01,다이렉트,미분류,18,0,0,,0.0,0.0
2024-04-01,인바운드,랜딩페이지,645,132,132,320032.0,0.20465116279069767,0.20465116279069767
2024-04-01,인바운드,미분류,1047,568,568,297927.0,0.542502387774594,0.542502387774594
2024-04-01,아정당랜딩,블로그,8,8,8,435631.0,1.0,1.0
2024-04-01,플랫폼,네이버 파워링크 광고,63,20,20,274266.0,0.31746031746031744,0.31746031746031744
2024-04-01,인바운드,플랫폼,140,42,42,353114.0,0.3,0.3
2024-04-01,플랫폼,랜딩페이지,181,50,50,314253.0,0.27624309392265195,0.27624309392265195
2024-04-01,인바운드,네이버 브랜드 검색 광고,1091,259,259,327010.0,0.2373968835930339,0.2373968835930339
2024-04-01,카톡,재인입,187,119,119,275419.0,0.6363636363636364,0.6363636363636364
2024-04-01,인바운드,유튜브(PPL),2283,614,614,333804.0,0.2689443714410863,0.2689443714410863
2024-04-01,플랫폼,유튜브(PPL),396,153,153,304446.0,0.38636363636363635,0.38636363636363635
2024-04-01,인바운드,유튜브(자사),2667,557,556,326752.0,0.20884889388826397,0.20847394075740533
2024-04-01,플랫폼,지식인,15,3,3,253776.0,0.2,0.2
2024-04-01,플랫폼,유튜브(자사),286,96,95,325663.0,0.3356643356643357,0.3321678321678322
2024-04-01,플랫폼,플랫폼,363,116,116,318622.0,0.31955922865013775,0.31955922865013775
2024-04-01,아정당랜딩,미분류,41,33,33,345467.0,0.8048780487804879,0.8048780487804879
2024-04-01,플랫폼,카페,22,7,7,272192.0,0.3181818181818182,0.3181818181818182
2024-04-01,카톡,협력업체,7,5,5,244745.0,0.7142857142857143,0.7142857142857143
2024-04-01,인바운드,카페,386,160,160,328969.0,0.41450777202072536,0.41450777202072536
2024-04-01,인바운드,인터넷(네이버/구글 등),118,30,30,318981.0,0.2542372881355932,0.2542372881355932
2024-04-01,기타,유튜브(PPL),7,1,1,163080.0,0.14285714285714285,0.14285714285714285
2024-04-01,플랫폼,지인추천,204,81,81,292056.0,0.39705882352941174,0.39705882352941174
2024-04-01,플랫폼,블로그,346,124,124,293722.0,0.3583815028901734,0.3583815028901734
2024-04-01,플랫폼,네이버 브랜드 검색 광고,196,73,73,304955.0,0.37244897959183676,0.37244897959183676
2024-04-01,기타,기타,43,11,11,267391.0,0.2558139534883721,0.2558139534883721
2024-04-01,플랫폼,추천질문지,16,0,0,,0.0,0.0
2024-04-01,카톡,블로그,22,17,17,305173.0,0.7727272727272727,0.7727272727272727
2024-04-01,인바운드,지인추천,1248,346,346,328358.0,0.27724358974358976,0.27724358974358976
2024-04-01,플랫폼,기타,124,54,54,345472.0,0.43548387096774194,0.43548387096774194
2024-04-01,기타,미분류,16,9,9,214212.0,0.5625,0.5625
2024-04-01,인바운드,카카오,322,230,230,325886.0,0.7142857142857143,0.7142857142857143
2024-04-01,아정당랜딩,인터넷(네이버/구글 등),7,4,4,134999.0,0.5714285714285714,0.5714285714285714
2024-04-01,아정당랜딩,유튜브(자사),5,2,2,265799.0,0.4,0.4
2024-04-01,인바운드,틱톡,9,0,0,669027.0,0.0,0.0
2024-04-01,플랫폼,바로상담,251,0,0,394605.0,0.0,0.0
2024-04-01,카톡,카카오,1072,730,728,324151.0,0.6809701492537313,0.6791044776119403
2024-05-01,카톡,블로그,64,45,45,268893.0,0.703125,0.703125
2024-05-01,인바운드,네이버 파워링크 광고,318,125,125,339119.0,0.39308176100628933,0.39308176100628933
2024-05-01,인바운드,미분류,3420,1269,1268,307600.0,0.37105263157894736,0.3707602339181287
2024-05-01,카톡,미분류,38,24,24,318212.0,0.631578947368421,0.631578947368421
2024-05-01,플랫폼,바로상담,249,1,1,370615.0,0.004016064257028112,0.004016064257028112
2024-05-01,플랫폼,네이버 브랜드 검색 광고,371,123,123,307690.0,0.33153638814016173,0.33153638814016173
2024-05-01,플랫폼,인터넷(네이버/구글 등),65,15,15,302310.0,0.23076923076923078,0.23076923076923078
2024-05-01,아정당랜딩,미분류,88,48,48,319654.0,0.5454545454545454,0.5454545454545454
2024-05-01,인바운드,블로그,2579,899,893,333963.0,0.34858472276075997,0.3462582396277627
2024-05-01,인바운드,기타,346,152,152,363660.0,0.4393063583815029,0.4393063583815029
2024-05-01,플랫폼,유튜브(자사),812,278,278,322883.0,0.34236453201970446,0.34236453201970446
2024-05-01,인바운드,바로상담,6,0,0,,0.0,0.0
2024-05-01,플랫폼,유튜브(PPL),672,320,320,317184.0,0.47619047619047616,0.47619047619047616
2024-05-01,아정당랜딩,재인입,12,12,12,406789.0,1.0,1.0
2024-05-01,카톡,유튜브(PPL),5,1,1,177193.0,0.2,0.2
2024-05-01,기타,미분류,35,12,10,266278.0,0.34285714285714286,0.2857142857142857
2024-05-01,플랫폼,카카오,21,13,13,304497.0,0.6190476190476191,0.6190476190476191
2024-05-01,카톡,협력업체,40,29,29,306219.0,0.725,0.725
2024-05-01,인바운드,카페,365,122,122,317290.0,0.33424657534246577,0.33424657534246577
2024-05-01,플랫폼,TV광고,82,35,35,291961.0,0.4268292682926829,0.4268292682926829
2024-05-01,플랫폼,인스타,20,8,8,301931.0,0.4,0.4
2024-05-01,인바운드,네이버 브랜드 검색 광고,1512,554,549,335261.0,0.3664021164021164,0.3630952380952381
2024-05-01,인바운드,유튜브(자사),2474,676,676,340868.0,0.27324171382376716,0.27324171382376716
2024-05-01,플랫폼,지식인,13,7,7,290612.0,0.5384615384615384,0.5384615384615384
2024-05-01,플랫폼,랜딩페이지,217,93,93,303985.0,0.42857142857142855,0.42857142857142855
2024-05-01,인바운드,지인추천,1078,519,519,326655.0,0.48144712430426717,0.48144712430426717
2024-05-01,플랫폼,네이버 파워링크 광고,56,28,28,310626.0,0.5,0.5
2024-05-01,기타,기타,8,8,8,555651.0,1.0,1.0
2024-05-01,인바운드,랜딩페이지,463,147,147,336473.0,0.3174946004319654,0.3174946004319654
2024-05-01,인바운드,TV광고,286,109,109,358097.0,0.3811188811188811,0.3811188811188811
2024-05-01,플랫폼,재인입,1105,506,506,303162.0,0.4579185520361991,0.4579185520361991
2024-05-01,카톡,카카오,1203,867,867,309892.0,0.7206982543640897,0.7206982543640897
2024-05-01,인바운드,인스타,40,15,15,300283.0,0.375,0.375
2024-05-01,인바운드,페이스북,11,2,2,220304.0,0.18181818181818182,0.18181818181818182
2024-05-01,플랫폼,플랫폼,351,191,191,276315.0,0.5441595441595442,0.5441595441595442
2024-05-01,플랫폼,블로그,591,238,236,306302.0,0.4027072758037225,0.3993231810490694
2024-05-01,플랫폼,카페,90,34,34,353836.0,0.37777777777777777,0.37777777777777777
2024-05-01,플랫폼,미분류,2232,969,965,310614.0,0.43413978494623656,0.43234767025089604
2024-05-01,인바운드,지식인,72,31,31,327621.0,0.4305555555555556,0.4305555555555556
2024-05-01,플랫폼,추천질문지,24,0,0,437900.0,0.0,0.0
2024-05-01,인바운드,재인입,7200,3342,3341,304166.0,0.46416666666666667,0.46402777777777776
2024-05-01,인바운드,인터넷(네이버/구글 등),263,83,83,289488.0,0.3155893536121673,0.3155893536121673
2024-05-01,플랫폼,협력업체,9,5,5,311220.0,0.5555555555555556,0.5555555555555556
2024-05-01,플랫폼,기타,74,34,34,258511.0,0.4594594594594595,0.4594594594594595
2024-05-01,다이렉트,미분류,68,29,29,347513.0,0.4264705882352941,0.4264705882352941
2024-05-01,인바운드,유튜브(PPL),1955,816,816,348884.0,0.41739130434782606,0.41739130434782606
2024-05-01,인바운드,카카오,316,213,213,333458.0,0.6740506329113924,0.6740506329113924
2024-05-01,인바운드,협력업체,43,27,27,336064.0,0.627906976744186,0.627906976744186
2024-05-01,인바운드,플랫폼,276,121,121,367280.0,0.4384057971014493,0.4384057971014493
2024-05-01,플랫폼,지인추천,339,183,183,315567.0,0.5398230088495575,0.5398230088495575
2024-05-01,기타,네이버 파워링크 광고,7,7,7,414534.0,1.0,1.0
2024-05-01,플랫폼,아정당 이사,24,10,10,421775.0,0.4166666666666667,0.4166666666666667
2024-05-01,다이렉트,블로그,5,0,0,,0.0,0.0
2024-05-01,카톡,재인입,242,157,157,281167.0,0.6487603305785123,0.6487603305785123
2024-06-01,플랫폼,유튜브(자사),956,344,344,332546.0,0.3598326359832636,0.3598326359832636
2024-06-01,인바운드,기타,173,63,63,390770.0,0.36416184971098264,0.36416184971098264
2024-06-01,인바운드,블로그,1364,486,486,350421.0,0.3563049853372434,0.3563049853372434
2024-06-01,플랫폼,사전예약이벤트,7,0,0,,0.0,0.0
2024-06-01,인바운드,협력업체,8,6,6,390427.0,0.75,0.75
2024-06-01,플랫폼,추천질문지,18,0,0,,0.0,0.0
2024-06-01,카톡,협력업체,20,15,15,269700.0,0.75,0.75
2024-06-01,플랫폼,네이버 파워링크 광고,72,31,31,313836.0,0.4305555555555556,0.4305555555555556
2024-06-01,인바운드,카페,283,94,94,283150.0,0.3321554770318021,0.3321554770318021
2024-06-01,인바운드,TV광고,154,56,56,353784.0,0.36363636363636365,0.36363636363636365
2024-06-01,인바운드,재인입,5382,2554,2549,300511.0,0.474544778892605,0.4736157562244519
2024-06-01,인바운드,인스타,43,19,19,297537.0,0.4418604651162791,0.4418604651162791
2024-06-01,인바운드,디시,7,0,0,,0.0,0.0
2024-06-01,플랫폼,인스타,15,10,10,159890.0,0.6666666666666666,0.6666666666666666
2024-06-01,아정당랜딩,블로그,10,6,6,195667.0,0.6,0.6
2024-06-01,플랫폼,랜딩페이지,123,57,57,333559.0,0.4634146341463415,0.4634146341463415
2024-06-01,인바운드,유튜브(자사),2162,531,531,332304.0,0.24560592044403332,0.24560592044403332
2024-06-01,플랫폼,TV광고,46,22,22,271497.0,0.4782608695652174,0.4782608695652174
2024-06-01,인바운드,유튜브(PPL),1490,543,543,350898.0,0.3644295302013423,0.3644295302013423
2024-06-01,플랫폼,전화예약상담,611,140,140,328103.0,0.22913256955810146,0.22913256955810146
2024-06-01,플랫폼,아정당 이사,260,44,44,418770.0,0.16923076923076924,0.16923076923076924
2024-06-01,인바운드,지식인,33,11,11,546806.0,0.3333333333333333,0.3333333333333333
2024-06-01,기타,미분류,37,20,20,301950.0,0.5405405405405406,0.5405405405405406
2024-06-01,인바운드,전화예약상담,27,3,3,322860.0,0.1111111111111111,0.1111111111111111
2024-06-01,카톡,미분류,5,1,1,470615.0,0.2,0.2
2024-06-01,인바운드,틱톡,13,7,7,391228.0,0.5384615384615384,0.5384615384615384
2024-06-01,인바운드,페이스북,6,2,2,390000.0,0.3333333333333333,0.3333333333333333
2024-06-01,플랫폼,카페,94,32,32,306775.0,0.3404255319148936,0.3404255319148936
2024-06-01,카톡,재인입,220,146,146,287157.0,0.6636363636363637,0.6636363636363637
2024-06-01,인바운드,플랫폼,219,79,79,326837.0,0.3607305936073059,0.3607305936073059
2024-06-01,인바운드,네이버 브랜드 검색 광고,1440,438,438,338612.0,0.30416666666666664,0.30416666666666664
2024-06-01,플랫폼,미분류,2358,921,920,300347.0,0.3905852417302799,0.39016115351993214
2024-06-01,플랫폼,카카오,24,11,11,339088.0,0.4583333333333333,0.4583333333333333
2024-06-01,플랫폼,인터넷(네이버/구글 등),149,57,57,288551.0,0.3825503355704698,0.3825503355704698
2024-06-01,플랫폼,블로그,380,167,167,301121.0,0.4394736842105263,0.4394736842105263
2024-06-01,플랫폼,유튜브(PPL),492,250,249,316959.0,0.508130081300813,0.5060975609756098
2024-06-01,인바운드,지인추천,705,355,355,343155.0,0.5035460992907801,0.5035460992907801
2024-06-01,인바운드,네이버 파워링크 광고,218,74,74,289722.0,0.3394495412844037,0.3394495412844037
2024-06-01,플랫폼,플랫폼,344,155,155,323051.0,0.45058139534883723,0.45058139534883723
2024-06-01,아정당랜딩,미분류,16,13,13,573560.0,0.8125,0.8125
2024-06-01,플랫폼,네이버 브랜드 검색 광고,268,127,127,315188.0,0.47388059701492535,0.47388059701492535
2024-06-01,플랫폼,지인추천,185,91,91,317557.0,0.4918918918918919,0.4918918918918919
2024-06-01,카톡,카카오,1119,755,755,314222.0,0.6747095621090259,0.6747095621090259
2024-06-01,인바운드,랜딩페이지,348,118,118,358868.0,0.3390804597701149,0.3390804597701149
2024-06-01,플랫폼,지식인,9,4,4,238416.0,0.4444444444444444,0.4444444444444444
2024-06-01,플랫폼,재인입,737,355,355,303872.0,0.4816824966078697,0.4816824966078697
2024-06-01,인바운드,카카오,292,186,186,301590.0,0.636986301369863,0.636986301369863
2024-06-01,플랫폼,기타,66,22,22,419678.0,0.3333333333333333,0.3333333333333333
2024-06-01,인바운드,인터넷(네이버/구글 등),486,165,165,281572.0,0.3395061728395062,0.3395061728395062
2024-06-01,인바운드,미분류,3626,1184,1184,313136.0,0.32653061224489793,0.32653061224489793
2024-06-01,다이렉트,미분류,65,7,7,388292.0,0.1076923076923077,0.1076923076923077
2024-06-01,플랫폼,바로상담,316,5,5,337342.0,0.015822784810126583,0.015822784810126583
2024-07-01,플랫폼,유튜브(자사),65,34,34,280642.0,0.5230769230769231,0.5230769230769231
2024-07-01,인바운드,당근,6,1,1,,0.16666666666666666,0.16666666666666666
2024-07-01,인바운드,협력업체,13,5,5,346170.0,0.38461538461538464,0.38461538461538464
2024-07-01,인바운드,페이스북,8,1,1,,0.125,0.125
2024-07-01,플랫폼,협력업체,6,6,6,312933.0,1.0,1.0
2024-07-01,카톡,협력업체,22,17,17,282785.0,0.7727272727272727,0.7727272727272727
2024-07-01,인바운드,인터넷(네이버/구글 등),210,51,51,284622.0,0.24285714285714285,0.24285714285714285
2024-07-01,카톡,카카오,1048,771,768,286218.0,0.7356870229007634,0.732824427480916
2024-07-01,플랫폼,TV광고,9,7,7,315435.0,0.7777777777777778,0.7777777777777778
2024-07-01,플랫폼,랜딩페이지,17,12,12,297984.0,0.7058823529411765,0.7058823529411765
2024-07-01,플랫폼,유튜브(PPL),83,50,50,288026.0,0.6024096385542169,0.6024096385542169
2024-07-01,플랫폼,지식인,5,4,4,330112.0,0.8,0.8
2024-07-01,인바운드,틱톡,17,1,1,337988.0,0.058823529411764705,0.058823529411764705
2024-07-01,플랫폼,기타,22,13,13,292242.0,0.5909090909090909,0.5909090909090909
2024-07-01,인바운드,TV광고,129,49,49,365573.0,0.3798449612403101,0.3798449612403101
2024-07-01,플랫폼,재인입,123,55,55,351307.0,0.44715447154471544,0.44715447154471544
2024-07-01,인바운드,디시,12,0,0,,0.0,0.0
2024-07-01,인바운드,지식인,36,13,13,234582.0,0.3611111111111111,0.3611111111111111
2024-07-01,인바운드,기타,396,133,133,312685.0,0.33585858585858586,0.33585858585858586
2024-07-01,플랫폼,미분류,539,208,208,277172.0,0.38589981447124305,0.38589981447124305
2024-07-01,인바운드,전화예약상담,7,7,7,120243.0,1.0,1.0
2024-07-01,카톡,재인입,210,138,138,258960.0,0.6571428571428571,0.6571428571428571
2024-07-01,플랫폼,바로가입,1555,663,663,282977.0,0.42636655948553054,0.42636655948553054
2024-07-01,아정당랜딩,미분류,22,6,3,360340.0,0.2727272727272727,0.13636363636363635
2024-07-01,플랫폼,카페,19,12,12,260069.0,0.631578947368421,0.631578947368421
2024-07-01,플랫폼,지인추천,26,21,21,312401.0,0.8076923076923077,0.8076923076923077
2024-07-01,플랫폼,네이버 브랜드 검색 광고,35,17,17,304754.0,0.4857142857142857,0.4857142857142857
2024-07-01,플랫폼,아정당 이사,432,84,84,403250.0,0.19444444444444445,0.19444444444444445
2024-07-01,인바운드,네이버 파워링크 광고,203,111,111,316950.0,0.5467980295566502,0.5467980295566502
2024-07-01,인바운드,유튜브(자사),939,370,370,325960.0,0.39403620873269435,0.39403620873269435
2024-07-01,인바운드,뽐뿌,5,3,3,201236.0,0.6,0.6
2024-07-01,다이렉트,미분류,158,29,29,358454.0,0.18354430379746836,0.18354430379746836
2024-07-01,인바운드,블로그,1232,493,493,333044.0,0.40016233766233766,0.40016233766233766
2024-07-01,인바운드,네이버 브랜드 검색 광고,1220,445,445,318892.0,0.36475409836065575,0.36475409836065575
2024-07-01,인바운드,지인추천,796,356,356,322155.0,0.4472361809045226,0.4472361809045226
2024-07-01,플랫폼,사전예약이벤트,6,1,1,203999.0,0.16666666666666666,0.16666666666666666
2024-07-01,인바운드,플랫폼,91,33,33,261543.0,0.3626373626373626,0.3626373626373626
