year_month,install_state,rental_main_category,rental_sub_category,contract_count,open_count,payend_count,open_cvr,payend_cvr
2023-11-01,대구,계절가전,공기청정기,6,4,5,0.6666666666666666,0.8333333333333334
2023-11-01,부산,TV/디지털,TV,8,0,0,0.0,0.0
2023-11-01,서울,주방가전,정수기,483,399,437,0.8260869565217391,0.9047619047619048
2023-11-01,경기,주방가전,정수기,1029,842,901,0.8182701652089407,0.8756073858114675
2023-11-01,대구,주방가전,냉장고,5,1,2,0.2,0.4
2023-11-01,경기,TV/디지털,TV,21,10,10,0.47619047619047616,0.47619047619047616
2023-11-01,서울,생활가전,세탁기,11,8,8,0.7272727272727273,0.7272727272727273
2023-11-01,광주,헬스 뷰티 반려 기타,기타,13,3,3,0.23076923076923078,0.23076923076923078
2023-11-01,경기,생활가전,청소기,7,0,1,0.0,0.14285714285714285
2023-11-01,충남,계절가전,공기청정기,11,7,8,0.6363636363636364,0.7272727272727273
2023-11-01,대구,생활가전,비데,7,2,4,0.2857142857142857,0.5714285714285714
2023-11-01,충북,TV/디지털,TV,5,1,1,0.2,0.2
2023-11-01,충남,헬스 뷰티 반려 기타,기타,12,3,3,0.25,0.25
2023-11-01,부산,가구,침대/매트리스,5,4,4,0.8,0.8
2023-11-01,충북,생활가전,비데,9,6,7,0.6666666666666666,0.7777777777777778
2023-11-01,경기,생활가전,건조기,14,8,9,0.5714285714285714,0.6428571428571429
2023-11-01,경북,헬스 뷰티 반려 기타,기타,9,3,4,0.3333333333333333,0.4444444444444444
2023-11-01,경기,생활가전,스타일러,10,2,3,0.2,0.3
2023-11-01,서울,TV/디지털,노트북,5,1,2,0.2,0.4
2023-11-01,부산,헬스 뷰티 반려 기타,기타,26,7,8,0.2692307692307692,0.3076923076923077
2023-11-01,대구,헬스 뷰티 반려 기타,기타,16,4,4,0.25,0.25
2023-11-01,울산,헬스 뷰티 반려 기타,기타,14,5,5,0.35714285714285715,0.35714285714285715
2023-11-01,경남,생활가전,비데,11,9,9,0.8181818181818182,0.8181818181818182
2023-11-01,인천,생활가전,스타일러,6,0,1,0.0,0.16666666666666666
2023-11-01,인천,헬스 뷰티 반려 기타,기타,43,12,13,0.27906976744186046,0.3023255813953488
2023-11-01,인천,주방가전,정수기,261,222,236,0.8505747126436781,0.9042145593869731
2023-11-01,경기,생활가전,비데,87,57,63,0.6551724137931034,0.7241379310344828
2023-11-01,대전,계절가전,공기청정기,8,8,8,1.0,1.0
2023-11-01,부산,주방가전,정수기,229,189,207,0.8253275109170306,0.9039301310043668
2023-11-01,경남,주방가전,정수기,159,124,132,0.779874213836478,0.8301886792452831
2023-11-01,경기,헬스 뷰티 반려 기타,기타,116,47,48,0.4051724137931034,0.41379310344827586
2023-11-01,강원특별자치도,주방가전,정수기,63,53,56,0.8412698412698413,0.8888888888888888
2023-11-01,인천,TV/디지털,TV,7,1,2,0.14285714285714285,0.2857142857142857
2023-11-01,충북,계절가전,공기청정기,8,8,8,1.0,1.0
2023-11-01,대전,헬스 뷰티 반려 기타,기타,7,1,1,0.14285714285714285,0.14285714285714285
2023-11-01,서울,주방가전,냉장고,10,2,2,0.2,0.2
2023-11-01,서울,계절가전,냉난방기,10,4,5,0.4,0.5
2023-11-01,부산,주방가전,냉장고,5,4,4,0.8,0.8
2023-11-01,대구,주방가전,정수기,127,97,109,0.7637795275590551,0.8582677165354331
2023-11-01,충남,주방가전,정수기,128,102,109,0.796875,0.8515625
2023-11-01,경기,주방가전,식기세척기,8,6,7,0.75,0.875
2023-11-01,대전,주방가전,정수기,87,68,74,0.7816091954022989,0.8505747126436781
2023-11-01,경기,생활가전,세탁기,28,10,11,0.35714285714285715,0.39285714285714285
2023-11-01,경기,주방가전,김치냉장고,10,5,5,0.5,0.5
2023-11-01,경기,주방가전,냉장고,16,4,4,0.25,0.25
2023-11-01,충북,헬스 뷰티 반려 기타,기타,10,1,2,0.1,0.2
2023-11-01,경기,가구,침대/매트리스,13,7,7,0.5384615384615384,0.5384615384615384
2023-11-01,광주,생활가전,비데,11,8,9,0.7272727272727273,0.8181818181818182
2023-11-01,제주특별자치도,헬스 뷰티 반려 기타,기타,5,2,3,0.4,0.6
2023-11-01,충남,생활가전,비데,14,7,8,0.5,0.5714285714285714
2023-11-01,제주특별자치도,주방가전,정수기,26,21,23,0.8076923076923077,0.8846153846153846
2023-11-01,서울,생활가전,비데,70,46,54,0.6571428571428571,0.7714285714285715
2023-11-01,강원특별자치도,헬스 뷰티 반려 기타,기타,7,1,1,0.14285714285714285,0.14285714285714285
2023-11-01,부산,계절가전,공기청정기,13,9,12,0.6923076923076923,0.9230769230769231
2023-11-01,서울,헬스 뷰티 반려 기타,기타,55,17,17,0.3090909090909091,0.3090909090909091
2023-11-01,충북,주방가전,정수기,89,69,76,0.7752808988764045,0.8539325842696629
2023-11-01,경남,TV/디지털,TV,9,1,1,0.1111111111111111,0.1111111111111111
2023-11-01,경기,주방가전,음식물처리기,9,7,7,0.7777777777777778,0.7777777777777778
2023-11-01,광주,주방가전,정수기,70,57,62,0.8142857142857143,0.8857142857142857
2023-11-01,서울,TV/디지털,TV,5,3,3,0.6,0.6
2023-11-01,충남,생활가전,세탁기,5,3,3,0.6,0.6
2023-11-01,경기,주방가전,전기레인지,6,3,3,0.5,0.5
2023-11-01,경기,TV/디지털,컴퓨터/게이밍PC,14,4,6,0.2857142857142857,0.42857142857142855
2023-11-01,경남,헬스 뷰티 반려 기타,기타,31,3,3,0.0967741935483871,0.0967741935483871
2023-11-01,경기,생활가전,안마의자,6,1,1,0.16666666666666666,0.16666666666666666
2023-11-01,전남,생활가전,비데,6,5,5,0.8333333333333334,0.8333333333333334
2023-11-01,경북,생활가전,비데,11,7,9,0.6363636363636364,0.8181818181818182
2023-12-01,서울,주방가전,정수기,525,420,465,0.8,0.8857142857142857
2023-12-01,울산,주방가전,정수기,68,51,58,0.75,0.8529411764705882
2023-12-01,경기,생활가전,안마의자,10,3,3,0.3,0.3
2023-12-01,광주,주방가전,정수기,74,56,62,0.7567567567567568,0.8378378378378378
2023-12-01,경기,생활가전,건조기,16,5,6,0.3125,0.375
2023-12-01,경북,생활가전,비데,8,3,5,0.375,0.625
2023-12-01,대전,계절가전,공기청정기,12,10,10,0.8333333333333334,0.8333333333333334
2023-12-01,강원특별자치도,계절가전,공기청정기,5,5,5,1.0,1.0
2023-12-01,광주,헬스 뷰티 반려 기타,기타,10,3,3,0.3,0.3
2023-12-01,전남,생활가전,비데,12,10,10,0.8333333333333334,0.8333333333333334
2023-12-01,경기,생활가전,연수기,5,2,2,0.4,0.4
2023-12-01,경남,TV/디지털,TV,5,0,0,0.0,0.0
2023-12-01,대전,헬스 뷰티 반려 기타,기타,16,3,3,0.1875,0.1875
2023-12-01,대구,헬스 뷰티 반려 기타,기타,13,0,2,0.0,0.15384615384615385
2023-12-01,광주,TV/디지털,TV,5,2,2,0.4,0.4
2023-12-01,부산,주방가전,정수기,265,212,231,0.8,0.8716981132075472
2023-12-01,경기,생활가전,세탁기,19,5,8,0.2631578947368421,0.42105263157894735
2023-12-01,대구,주방가전,정수기,131,107,117,0.816793893129771,0.8931297709923665
2023-12-01,경기,TV/디지털,TV,12,4,4,0.3333333333333333,0.3333333333333333
2023-12-01,충남,헬스 뷰티 반려 기타,기타,25,5,6,0.2,0.24
2023-12-01,경기,생활가전,비데,84,49,56,0.5833333333333334,0.6666666666666666
2023-12-01,충남,생활가전,비데,11,11,11,1.0,1.0
2023-12-01,강원특별자치도,주방가전,냉장고,8,2,2,0.25,0.25
2023-12-01,대구,계절가전,공기청정기,9,5,8,0.5555555555555556,0.8888888888888888
2023-12-01,서울,주방가전,냉장고,12,3,4,0.25,0.3333333333333333
2023-12-01,경남,생활가전,비데,10,6,6,0.6,0.6
2023-12-01,경기,주방가전,냉장고,11,4,4,0.36363636363636365,0.36363636363636365
2023-12-01,충북,주방가전,정수기,104,81,90,0.7788461538461539,0.8653846153846154
2023-12-01,전북,주방가전,정수기,89,62,69,0.6966292134831461,0.7752808988764045
2023-12-01,강원특별자치도,주방가전,정수기,67,49,53,0.7313432835820896,0.7910447761194029
2023-12-01,충남,계절가전,공기청정기,7,5,6,0.7142857142857143,0.8571428571428571
2023-12-01,경기,계절가전,에어컨,5,0,1,0.0,0.2
2023-12-01,경기,생활가전,청소기,11,4,4,0.36363636363636365,0.36363636363636365
2023-12-01,제주특별자치도,주방가전,정수기,23,19,20,0.8260869565217391,0.8695652173913043
2023-12-01,경기,가구,침대/매트리스,7,7,7,1.0,1.0
2023-12-01,충남,주방가전,정수기,125,105,109,0.84,0.872
2023-12-01,세종특별자치시,주방가전,정수기,26,20,24,0.7692307692307693,0.9230769230769231
2023-12-01,인천,주방가전,정수기,209,162,184,0.7751196172248804,0.8803827751196173
2023-12-01,부산,생활가전,건조기,5,1,2,0.2,0.4
